CUSTOMERNAME,CUSTOMER_ID,CONTACTFIRSTNAME,CONTACTLASTNAME,PHONE,ADDRESSLINE1,CITY,POSTALCODE,COUNTRY
Souveniers And Things Co.,3009,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
Signal Collectibles Ltd.,3010,Sue,Taylor,4155554312,2793 Furth Circle,Brisbane,94217,USA
Classic Legends Inc.,3011,Maria,Hernandez,2125558493,5905 Pompton St.,NYC,10022,USA
Rovelli Gifts,3012,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
"Classic Gift Ideas, Inc",3013,Francisca,Cervantes,2155554695,782 First Street,Philadelphia,71270,USA
"Australian Collectables, Ltd",3014,Sean,Connery,61-9-3844-6555,7 Allen Street,Glen Waverly,3150,Australia
Canadian Gift Exchange Network,3015,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
West Coast Collectables Co.,3016,Steve,Thompson,3105553722,3675 Furth Circle,Burbank,94019,USA
Cambridge Collectables Co.,3017,Kyung,Tseng,6175555555,4658 Baden Av.,Cambridge,51247,USA
Euro Shopping Channel,3018,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
The Sharp Gifts Warehouse,3019,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Salzburg Collectables,3020,Georg,Pipps,6562-9555,Geislweg 14,Salzburg,5020,Austria
Amica Models & Co.,3021,Paolo,Accorti,011-4988555,Via Monte Bianco 34,Torino,10100,Italy
Auto-Moto Classics Inc.,3022,Leslie,Taylor,6175558428,16780 Pompton St.,Brickhaven,58339,USA
Auto Assoc. & Cie.,3023,Daniel,Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France
Mini Gifts Distributors Ltd.,3024,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Vitachrome Inc.,3025,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
"Corrida Auto Replicas, Ltd",3026,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Euro Shopping Channel,3027,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Collectables For Less Inc.,3028,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
Mini Gifts Distributors Ltd.,3029,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Petit Auto,3030,Catherine,Dewey,(02) 5554 67,Rue Joseph-Bens 532,Bruxelles,B-1180,Belgium
Rovelli Gifts,3031,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
"Australian Collectors, Co.",3032,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Euro Shopping Channel,3033,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Toys4GrownUps.com,3034,Julie,Young,6265557265,78934 Hillside Dr.,Pasadena,90003,USA
Technics Stores Inc.,3035,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
Osaka Souveniers Co.,3036,Mory,Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan
"Australian Collectors, Co.",3037,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
"Royal Canadian Collectables, Ltd.",3038,Elizabeth,Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada
The Sharp Gifts Warehouse,3039,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Gift Depot Inc.,3040,Julie,King,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA
La Rochelle Gifts,3041,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
"Norway Gifts By Mail, Co.",3042,Jan,Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway
"Clover Collections, Co.",3043,Dean,Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland
Mini Classics,3044,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
Technics Stores Inc.,3045,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
Rovelli Gifts,3046,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
Enaco Distributors,3047,Eduardo,Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain
Gift Ideas Corp.,3048,Dan,Lewis,2035554407,2440 Pompton St.,Glendale,97561,USA
Souveniers And Things Co.,3049,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
La Rochelle Gifts,3050,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Euro Shopping Channel,3051,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Reims Collectables,3052,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Tekni Collectables Inc.,3053,William,Brown,2015559350,7476 Moss Rd.,Newark,94019,USA
L'ordine Souveniers,3054,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Cruz & Sons Co.,3055,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Marseille Mini Autos,3056,Laurence,Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,13008,France
Mini Gifts Distributors Ltd.,3057,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Collectables For Less Inc.,3058,Allen,Nelson,6175558555,7825 Douglas Av.,Brickhaven,58339,USA
"Anna's Decorations, Ltd",3059,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Daedalus Designs Imports,3060,Martine,Rance,20.16.1555,"184, chausse de Tournai",Lille,59000,France
"Toms Spezialitten, Ltd",3061,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
Auto Canal Petit,3062,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
"Vida Sport, Ltd",3063,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
Danish Wholesale Imports,3064,Jytte,Petersen,31 12 3555,Vinb'ltet 34,Kobenhavn,1734,Denmark
Auto Canal Petit,3065,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
Gifts4AllAges.com,3066,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
Online Mini Collectables,3067,Miguel,Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA
"Vida Sport, Ltd",3068,Michael,Holz,0897-034555,Grenzacherweg 237,Gensve,1203,Switzerland
"Toys of Finland, Co.",3069,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
"Toms Spezialitten, Ltd",3070,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
Microscale Inc.,3071,Kee,Kuo,2125551957,5290 North Pendale Street,NYC,10022,USA
Motor Mint Distributors Inc.,3072,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
Reims Collectables,3073,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Euro Shopping Channel,3074,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Suominen Souveniers,3075,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
Euro Shopping Channel,3076,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,3077,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Baane Mini Imports,3078,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
"La Corne D'abondance, Co.",3079,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
"Corrida Auto Replicas, Ltd",3080,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Technics Stores Inc.,3081,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
"Oulu Toy Supplies, Inc.",3082,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
Mini Auto Werke,3083,Roland,Mendel,7675-3555,Kirchgasse 6,Graz,8010,Austria
"Stylish Desk Decors, Co.",3084,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
"Iberia Gift Imports, Corp.",3085,Jose Pedro,Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain
"Saveley & Henriot, Co.",3086,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Diecast Collectables,3087,Valarie,Franco,6175552555,6251 Ingle Ln.,Boston,51003,USA
Handji Gifts& Co,3088,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
Mini Gifts Distributors Ltd.,3089,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Super Scale Inc.,3090,Leslie,Murphy,2035559545,567 North Pendale Street,New Haven,97823,USA
Handji Gifts& Co,3091,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
Souveniers And Things Co.,3092,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
Diecast Classics Inc.,3093,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Scandinavian Gift Ideas,3094,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Marta's Replicas Co.,3095,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
Canadian Gift Exchange Network,3096,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
Vitachrome Inc.,3097,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
Mini Gifts Distributors Ltd.,3098,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"Corrida Auto Replicas, Ltd",3099,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Euro Shopping Channel,3100,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,3101,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Mini Gifts Distributors Ltd.,3102,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Quebec Home Shopping Network,3103,Jean,Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada
La Rochelle Gifts,3104,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Land of Toys Inc.,3105,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
"Australian Collectors, Co.",3106,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Euro Shopping Channel,3107,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Toys4GrownUps.com,3108,Julie,Young,6265557265,78934 Hillside Dr.,Pasadena,90003,USA
Technics Stores Inc.,3109,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
Herkku Gifts,3110,Veysel,Oeztan,+47 2267 3215,"Drammen 121, PR 744 Sentrum",Bergen,N 5804,Norway
Osaka Souveniers Co.,3111,Mory,Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan
"Australian Collectors, Co.",3112,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
"Royal Canadian Collectables, Ltd.",3113,Elizabeth,Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada
The Sharp Gifts Warehouse,3114,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Gift Depot Inc.,3115,Julie,King,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA
La Rochelle Gifts,3116,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Marta's Replicas Co.,3117,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
"Clover Collections, Co.",3118,Dean,Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland
Mini Classics,3119,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
Diecast Classics Inc.,3120,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Land of Toys Inc.,3121,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Enaco Distributors,3122,Eduardo,Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain
Gift Ideas Corp.,3123,Dan,Lewis,2035554407,2440 Pompton St.,Glendale,97561,USA
Suominen Souveniers,3124,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
La Rochelle Gifts,3125,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
"Dragon Souveniers, Ltd.",3126,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Tekni Collectables Inc.,3127,William,Brown,2015559350,7476 Moss Rd.,Newark,94019,USA
L'ordine Souveniers,3128,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
Cruz & Sons Co.,3129,Arnold,Cruz,+63 2 555 3587,15 McCallum Street - NatWest Center #13-03,Makati City,1227 MM,Philippines
Marseille Mini Autos,3130,Laurence,Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,13008,France
Mini Gifts Distributors Ltd.,3131,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Toys4GrownUps.com,3132,Julie,Young,6265557265,78934 Hillside Dr.,Pasadena,90003,USA
"Anna's Decorations, Ltd",3133,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Daedalus Designs Imports,3134,Martine,Rance,20.16.1555,"184, chausse de Tournai",Lille,59000,France
Euro Shopping Channel,3135,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Auto Canal Petit,3136,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
Daedalus Designs Imports,3137,Martine,Rance,20.16.1555,"184, chausse de Tournai",Lille,59000,France
Vitachrome Inc.,3138,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
Auto Canal Petit,3139,Dominique,Perrier,(1) 47.55.6555,"25, rue Lauriston",Paris,75016,France
Gifts4AllAges.com,3140,Juri,Yoshido,6175559555,8616 Spinnaker Dr.,Boston,51003,USA
Online Mini Collectables,3141,Miguel,Barajas,6175557555,7635 Spinnaker Dr.,Brickhaven,58339,USA
Marta's Replicas Co.,3142,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
"Toys of Finland, Co.",3143,Matti,Karttunen,90-224 8555,Keskuskatu 45,Helsinki,21240,Finland
"Toms Spezialitten, Ltd",3144,Henriette,Pfalzheim,0221-5554327,Mehrheimerstr. 369,Koln,50739,Germany
Microscale Inc.,3145,Kee,Kuo,2125551957,5290 North Pendale Street,NYC,10022,USA
Motor Mint Distributors Inc.,3146,Rosa,Hernandez,2155559857,11328 Douglas Av.,Philadelphia,71270,USA
Reims Collectables,3147,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Euro Shopping Channel,3148,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Marseille Mini Autos,3149,Laurence,Lebihan,91.24.4555,"12, rue des Bouchers",Marseille,13008,France
Euro Shopping Channel,3150,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Mini Gifts Distributors Ltd.,3151,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"UK Collectables, Ltd.",3152,Elizabeth,Devon,(171) 555-2282,Berkeley Gardens 12  Brewery,Liverpool,WX1 6LT,UK
Euro Shopping Channel,3153,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"La Corne D'abondance, Co.",3154,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
Muscle Machine Inc,3155,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Suominen Souveniers,3156,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
"Oulu Toy Supplies, Inc.",3157,Pirkko,Koskitalo,981-443655,Torikatu 38,Oulu,90110,Finland
"Dragon Souveniers, Ltd.",3158,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
"Stylish Desk Decors, Co.",3159,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
"Iberia Gift Imports, Corp.",3160,Jose Pedro,Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain
Mini Classics,3161,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
Diecast Collectables,3162,Valarie,Franco,6175552555,6251 Ingle Ln.,Boston,51003,USA
Signal Collectibles Ltd.,3163,Sue,Taylor,4155554312,2793 Furth Circle,Brisbane,94217,USA
Mini Gifts Distributors Ltd.,3164,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,3165,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Handji Gifts& Co,3166,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
Mini Gifts Distributors Ltd.,3167,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Diecast Classics Inc.,3168,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Land of Toys Inc.,3169,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
Marta's Replicas Co.,3170,Marta,Hernandez,6175558555,39323 Spinnaker Dr.,Cambridge,51247,USA
Canadian Gift Exchange Network,3171,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
Baane Mini Imports,3172,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
Mini Gifts Distributors Ltd.,3173,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Muscle Machine Inc,3174,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Reims Collectables,3175,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Mini Gifts Distributors Ltd.,3176,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,3177,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,3178,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,3179,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
La Rochelle Gifts,3180,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
Euro Shopping Channel,3181,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Royale Belge,3182,Pascale,Cartrain,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium
Muscle Machine Inc,3183,Jeff,Young,2125557413,4092 Furth Circle,NYC,10022,USA
Mini Gifts Distributors Ltd.,3184,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"Australian Gift Network, Co",3185,Tony,Calaghan,61-7-3844-6555,31 Duncan St. West End,South Brisbane,4101,Australia
"Dragon Souveniers, Ltd.",3186,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
L'ordine Souveniers,3187,Maurizio,Moroni,0522-556555,Strada Provinciale 124,Reggio Emilia,42100,Italy
"Iberia Gift Imports, Corp.",3188,Jose Pedro,Roel,(95) 555 82 82,"C/ Romero, 33",Sevilla,41101,Spain
Mini Classics,3189,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
Diecast Collectables,3190,Valarie,Franco,6175552555,6251 Ingle Ln.,Boston,51003,USA
"Clover Collections, Co.",3191,Dean,Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland
"Blauer See Auto, Co.",3192,Roland,Keitel,+49 69 66 90 2555,Lyonerstr. 34,Frankfurt,60528,Germany
Suominen Souveniers,3193,Kalle,Suominen,+358 9 8045 555,"Software Engineering Center, SEC Oy",Espoo,FIN-02271,Finland
Diecast Classics Inc.,3194,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Mini Gifts Distributors Ltd.,3195,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Land of Toys Inc.,3196,Kwai,Yu,2125557818,897 Long Airport Avenue,NYC,10022,USA
"AV Stores, Co.",3197,Victoria,Ashworth,(171) 555-1555,Fauntleroy Circus,Manchester,EC2 5NT,UK
Heintze Collectables,3198,Palle,Ibsen,86 21 3555,Smagsloget 45,Aaarhus,8200,Denmark
Baane Mini Imports,3199,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
"La Corne D'abondance, Co.",3200,Marie,Bertrand,(1) 42.34.2555,"265, boulevard Charonne",Paris,75012,France
Euro Shopping Channel,3201,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Reims Collectables,3202,Paul,Henriot,26.47.1555,59 rue de l'Abbaye,Reims,51100,France
Mini Gifts Distributors Ltd.,3203,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Euro Shopping Channel,3204,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Euro Shopping Channel,3205,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Gift Depot Inc.,3206,Julie,King,2035552570,25593 South Bay Ln.,Bridgewater,97562,USA
Baane Mini Imports,3207,Jonas,Bergulfsen,07-98 9555,Erling Skakkes gate 78,Stavern,4110,Norway
Mini Gifts Distributors Ltd.,3208,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
"Corrida Auto Replicas, Ltd",3209,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Technics Stores Inc.,3210,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
"Dragon Souveniers, Ltd.",3211,Eric,Natividad,+65 221 7555,"Bronz Sok., Bronz Apt. 3/6 Tesvikiye",Singapore,79903,Singapore
Mini Auto Werke,3212,Roland,Mendel,7675-3555,Kirchgasse 6,Graz,8010,Austria
"Stylish Desk Decors, Co.",3213,Ann,Brown,(171) 555-0297,35 King George,London,WX3 6FW,UK
"Classic Gift Ideas, Inc",3214,Francisca,Cervantes,2155554695,782 First Street,Philadelphia,71270,USA
"Saveley & Henriot, Co.",3215,Mary,Saveley,78.32.5555,"2, rue du Commerce",Lyon,69004,France
Canadian Gift Exchange Network,3216,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
Handji Gifts& Co,3217,Wendy,Victorino,+65 224 1555,Village Close - 106 Linden Road Sandown,Singapore,69045,Singapore
Mini Gifts Distributors Ltd.,3218,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Super Scale Inc.,3219,Leslie,Murphy,2035559545,567 North Pendale Street,New Haven,97823,USA
"Tokyo Collectables, Ltd",3220,Akiko,Shimamura,+81 3 3584 0555,2-2-8 Roppongi,Minato-ku,106-0032,Japan
Souveniers And Things Co.,3221,Adrian,Huxley,+61 2 9495 8555,"Monitor Money Building, 815 Pacific Hwy",Chatswood,2067,Australia
Diecast Classics Inc.,3222,Kyung,Yu,2155551555,7586 Pompton St.,Allentown,70267,USA
Scandinavian Gift Ideas,3223,Maria,Larsson,0695-34 6555,?kergatan 24,Boras,S-844 67,Sweden
Auto Assoc. & Cie.,3224,Daniel,Tonini,30.59.8555,"67, avenue de l'Europe",Versailles,78000,France
Canadian Gift Exchange Network,3225,Yoshi,Tannamuri,(604) 555-3392,1900 Oak St.,Vancouver,V3F 2K1,Canada
Vitachrome Inc.,3226,Michael,Frick,2125551500,2678 Kingston Rd.,NYC,10022,USA
"Corrida Auto Replicas, Ltd",3227,Mart¡n,Sommer,(91) 555 22 82,"C/ Araquil, 67",Madrid,28023,Spain
Euro Shopping Channel,3228,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
"Anna's Decorations, Ltd",3229,Anna,O'Hara,02 9936 8555,201 Miller Street,North Sydney,2060,Australia
Mini Gifts Distributors Ltd.,3230,Valarie,Nelson,4155551450,5677 Strong St.,San Rafael,97562,USA
Quebec Home Shopping Network,3231,Jean,Fresnisre,(514) 555-8054,43 rue St. Laurent,Montreal,H1J 1C3,Canada
Euro Shopping Channel,3232,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Rovelli Gifts,3233,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
"Australian Collectors, Co.",3234,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
Euro Shopping Channel,3235,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
Royale Belge,3236,Pascale,Cartrain,(071) 23 67 2555,"Boulevard Tirou, 255",Charleroi,B-6000,Belgium
Technics Stores Inc.,3237,Juri,Hirano,6505556809,9408 Furth Circle,Burlingame,94217,USA
Osaka Souveniers Co.,3238,Mory,Kentary,+81 06 6342 5555,"Dojima Avanza 4F, 1-6-20 Dojima, Kita-ku",Osaka,530-0003,Japan
"Australian Collectors, Co.",3239,Peter,Ferguson,03 9520 4555,636 St Kilda Road,Melbourne,3004,Australia
"Royal Canadian Collectables, Ltd.",3240,Elizabeth,Lincoln,(604) 555-4555,23 Tsawassen Blvd.,Tsawassen,T2F 8M4,Canada
The Sharp Gifts Warehouse,3241,Sue,Frick,4085553659,3086 Ingle Ln.,San Jose,94217,USA
Euro Shopping Channel,3242,Diego,Freyre,(91) 555 94 44,"C/ Moralzarzal, 86",Madrid,28034,Spain
La Rochelle Gifts,3243,Janine,Labrune,40.67.8555,"67, rue des Cinquante Otages",Nantes,44000,France
"Norway Gifts By Mail, Co.",3244,Jan,Klaeboe,+47 2212 1555,"Drammensveien 126 A, PB 744 Sentrum",Oslo,N 0106,Norway
"Clover Collections, Co.",3245,Dean,Cassidy,+353 1862 1555,25 Maiden Lane,Dublin,2,Ireland
Mini Classics,3246,Steve,Frick,9145554562,3758 North Pendale Street,White Plains,24067,USA
giftsbymail.co.uk,3247,Helen,Bennett,(198) 555-8888,Garden House Crowther Way,Cowes,PO31 7PJ,UK
Rovelli Gifts,3248,Giovanni,Rovelli,035-640555,Via Ludovico il Moro 22,Bergamo,24100,Italy
Enaco Distributors,3249,Eduardo,Saavedra,(93) 203 4555,"Rambla de Catalu¤a, 23",Barcelona,8022,Spain
